Text,Language
"['de', 'todas', 'formas', 'la', 'intuicin', 'humana', 'no', 'puede', 'ser', 'reemplazada', 'en', 'su', 'totalidad', 'ya', 'que', 'el', 'diseador', 'del', 'sistema', 'ha', 'de', 'especificar', 'la', 'forma', 'de', 'representacin', 'de', 'los', 'datos', 'y', 'los', 'mtodos', 'de', 'manipulacin', 'y', 'caracterizacin', 'de', 'los', 'mismos']",Spanish
"['sin', 'embargo', 'las', 'computadoras', 'son', 'utilizadas', 'por', 'todo', 'el', 'mundo', 'con', 'fines', 'tecnolgicos', 'muy', 'buenos']",Spanish
"['el', 'aprendizaje', 'automtico', 'tiene', 'como', 'resultado', 'un', 'modelo', 'para', 'resolver', 'una', 'tarea', 'dada']",Spanish
"['entre', 'los', 'modelos', 'se', 'distinguen', 'los', 'modelos', 'pueden', 'tambin', 'clasificarse', 'como', 'modelos', 'de', 'agrupamiento', 'y', 'modelos', 'de', 'gradiente']",Spanish
"['los', 'primeros', 'tratan', 'de', 'dividir', 'el', 'espacio', 'de', 'instancias', 'en', 'grupos']",Spanish
"['los', 'segundos', 'como', 'su', 'nombre', 'lo', 'indican', 'representan', 'un', 'gradiente', 'en', 'el', 'que', 'se', 'puede', 'diferenciar', 'entre', 'cada', 'instancia']",Spanish
"['clasificadores', 'geomtricos', 'como', 'las', 'mquinas', 'de', 'vectores', 'de', 'apoyo', 'son', 'modelos', 'de', 'gradientes']",Spanish
"['los', 'diferentes', 'algoritmos', 'de', 'aprendizaje', 'automtico', 'se', 'agrupan', 'en', 'una', 'taxonoma', 'en', 'funcin', 'de', 'la', 'salida', 'de', 'los', 'mismos']",Spanish
"['algunos', 'tipos', 'de', 'algoritmos', 'son', 'el', 'anlisis', 'computacional', 'y', 'de', 'rendimiento', 'de', 'los', 'algoritmos', 'de', 'aprendizaje', 'automtico', 'es', 'una', 'rama', 'de', 'la', 'estadstica', 'conocida', 'como', 'teora', 'computacional', 'del', 'aprendizaje']",Spanish
"['el', 'aprendizaje', 'automtico', 'las', 'personas', 'lo', 'llevamos', 'a', 'cabo', 'de', 'manera', 'automtica', 'ya', 'que', 'es', 'un', 'proceso', 'tan', 'sencillo', 'para', 'nosotros', 'que', 'ni', 'nos', 'damos', 'cuenta', 'de', 'cmo', 'se', 'realiza', 'y', 'todo', 'lo', 'que', 'implica']",Spanish
"['desde', 'que', 'nacemos', 'hasta', 'que', 'morimos', 'los', 'seres', 'humanos', 'llevamos', 'a', 'cabo', 'diferentes', 'procesos', 'entre', 'ellos', 'encontramos', 'el', 'de', 'aprendizaje', 'por', 'medio', 'del', 'cual', 'adquirimos', 'conocimientos', 'desarrollamos', 'habilidades', 'para', 'analizar', 'y', 'evaluar', 'a', 'travs', 'de', 'mtodos', 'y', 'tcnicas', 'as', 'como', 'tambin', 'por', 'medio', 'de', 'la', 'experiencia', 'propia']",Spanish
"['sin', 'embargo', 'a', 'las', 'mquinas', 'hay', 'que', 'indicarles', 'cmo', 'aprender', 'ya', 'que', 'si', 'no', 'se', 'logra', 'que', 'una', 'mquina', 'sea', 'capaz', 'de', 'desarrollar', 'sus', 'habilidades', 'el', 'proceso', 'de', 'aprendizaje', 'no', 'se', 'estar', 'llevando', 'a', 'cabo', 'sino', 'que', 'solo', 'ser', 'una', 'secuencia', 'repetitiva']",Spanish
"['este', 'tipo', 'de', 'aprendizaje', 'usa', 'un', 'rbol', 'de', 'decisiones', 'como', 'modelo', 'predictivo']",Spanish
"['se', 'mapean', 'observaciones', 'sobre', 'un', 'objeto', 'con', 'conclusiones', 'sobre', 'el', 'valor', 'final', 'de', 'dicho', 'objeto']",Spanish
"['los', 'rboles', 'son', 'estructuras', 'bsicas', 'en', 'la', 'informtica']",Spanish
"['los', 'rboles', 'de', 'atributos', 'son', 'la', 'base', 'de', 'las', 'decisiones']",Spanish
"['una', 'de', 'las', 'dos', 'formas', 'principales', 'de', 'rboles', 'de', 'decisiones', 'es', 'la', 'desarrollada', 'por', 'quinlan', 'de', 'medir', 'la', 'impureza', 'de', 'la', 'entropa', 'en', 'cada', 'rama', 'algo', 'que', 'primero', 'desarroll', 'en', 'el', 'algoritmo', 'id', 'y', 'luego', 'en', 'el', 'c']",Spanish
"['otra', 'de', 'las', 'estrategias', 'se', 'basa', 'en', 'el', 'ndice', 'gini', 'y', 'fue', 'desarrollada', 'por', 'breiman', 'friedman', 'et', 'alia']",Spanish
"['el', 'algoritmo', 'de', 'cart', 'es', 'una', 'implementacin', 'de', 'esta', 'estrategia']",Spanish
"['los', 'algoritmos', 'de', 'reglas', 'de', 'asociacin', 'procuran', 'descubrir', 'relaciones', 'interesantes', 'entre', 'variables']",Spanish
"['entre', 'los', 'mtodos', 'ms', 'conocidos', 'se', 'hallan', 'el', 'algoritmo', 'a', 'priori', 'el', 'algoritmo', 'eclat', 'y', 'el', 'algoritmo', 'de', 'patrn', 'frecuente']",Spanish
"['los', 'algoritmos', 'genticos', 'son', 'procesos', 'de', 'bsqueda', 'heurstica', 'que', 'simulan', 'la', 'seleccin', 'natural']",Spanish
"['usan', 'mtodos', 'tales', 'como', 'la', 'mutacin', 'y', 'el', 'cruzamiento', 'para', 'generar', 'nuevas', 'clases', 'que', 'puedan', 'ofrecer', 'una', 'buena', 'solucin', 'a', 'un', 'problema', 'dado']",Spanish
"['las', 'redes', 'de', 'neuronas', 'artificiales', 'rna', 'son', 'un', 'paradigma', 'de', 'aprendizaje', 'automtico', 'inspirado', 'en', 'las', 'neuronas', 'de', 'los', 'sistemas', 'nerviosos', 'de', 'los', 'animales']",Spanish
"['se', 'trata', 'de', 'un', 'sistema', 'de', 'enlaces', 'de', 'neuronas', 'que', 'colaboran', 'entre', 's', 'para', 'producir', 'un', 'estmulo', 'de', 'salida']",Spanish
"['las', 'conexiones', 'tienen', 'pesos', 'numricos', 'que', 'se', 'adaptan', 'segn', 'la', 'experiencia']",Spanish
"['de', 'esta', 'manera', 'las', 'redes', 'neurales', 'se', 'adaptan', 'a', 'un', 'impulso', 'y', 'son', 'capaces', 'de', 'aprender']",Spanish
"['la', 'importancia', 'de', 'las', 'redes', 'neurales', 'cay', 'durante', 'un', 'tiempo', 'con', 'el', 'desarrollo', 'de', 'los', 'vectores', 'de', 'soporte', 'y', 'clasificadores', 'lineales', 'pero', 'volvi', 'a', 'surgir', 'a', 'finales', 'de', 'la', 'dcada', 'de', 'con', 'la', 'llegada', 'del', 'aprendizaje', 'profundo']",Spanish
"['las', 'mvs', 'son', 'una', 'serie', 'de', 'mtodos', 'de', 'aprendizaje', 'supervisado', 'usados', 'para', 'clasificacin', 'y', 'regresin']",Spanish
"['los', 'algoritmos', 'de', 'mvs', 'usan', 'un', 'conjunto', 'de', 'ejemplos', 'de', 'entrenamiento', 'clasificado', 'en', 'dos', 'categoras', 'para', 'construir', 'un', 'modelo', 'que', 'prediga', 'si', 'un', 'nuevo', 'ejemplo', 'pertenece', 'a', 'una', 'u', 'otra', 'de', 'dichas', 'categoras']",Spanish
"['el', 'anlisis', 'por', 'agrupamiento', 'clustering', 'en', 'ingls', 'es', 'la', 'clasificacin', 'de', 'observaciones', 'en', 'subgrupos', 'clusters', 'para', 'que', 'las', 'observaciones', 'en', 'cada', 'grupo', 'se', 'asemejen', 'entre', 's', 'segn', 'ciertos', 'criterios']",Spanish
"['las', 'tcnicas', 'de', 'agrupamiento', 'hacen', 'inferencias', 'diferentes', 'sobre', 'la', 'estructura', 'de', 'los', 'datos', 'se', 'guan', 'usualmente', 'por', 'una', 'medida', 'de', 'similitud', 'especfica', 'y', 'por', 'un', 'nivel', 'de', 'compactamiento', 'interno', 'similitud', 'entre', 'los', 'miembros', 'de', 'un', 'grupo', 'y', 'la', 'separacin', 'entre', 'los', 'diferentes', 'grupos']",Spanish
"['el', 'agrupamiento', 'es', 'un', 'mtodo', 'de', 'aprendizaje', 'no', 'supervisado', 'y', 'es', 'una', 'tcnica', 'muy', 'popular', 'de', 'anlisis', 'estadstico', 'de', 'datos']",Spanish
"['una', 'red', 'bayesiana', 'red', 'de', 'creencia', 'o', 'modelo', 'acclico', 'dirigido', 'es', 'un', 'modelo', 'probabilstico', 'que', 'representa', 'una', 'serie', 'de', 'variables', 'de', 'azar', 'y', 'sus', 'independencias', 'condicionales', 'a', 'travs', 'de', 'un', 'grafo', 'acclico', 'dirigido']",Spanish
"['una', 'red', 'bayesiana', 'puede', 'representar', 'por', 'ejemplo', 'las', 'relaciones', 'probabilsticas', 'entre', 'enfermedades', 'y', 'sntomas']",Spanish
"['dados', 'ciertos', 'sntomas', 'la', 'red', 'puede', 'usarse', 'para', 'calcular', 'las', 'probabilidades', 'de', 'que', 'ciertas', 'enfermedades', 'estn', 'presentes', 'en', 'un', 'organismo']",Spanish
"['hay', 'algoritmos', 'eficientes', 'que', 'infieren', 'y', 'aprenden', 'usando', 'este', 'tipo', 'de', 'representacin']",Spanish
"['en', 'el', 'aprendizaje', 'automtico', 'podemos', 'obtener', 'tipos', 'de', 'conocimiento', 'que', 'son', 'los', 'tres', 'tipos', 'se', 'efectan', 'durante', 'un', 'proceso', 'de', 'aprendizaje', 'automtico', 'pero', 'la', 'importancia', 'de', 'cada', 'tipo', 'de', 'conocimiento', 'depende', 'de', 'las', 'caractersticas', 'de', 'lo', 'que', 'se', 'est', 'tratando', 'de', 'aprender']",Spanish
"['el', 'aprendizaje', 'es', 'ms', 'que', 'una', 'necesidad', 'es', 'un', 'factor', 'primordial', 'para', 'satisfacer', 'las', 'necesidades', 'de', 'la', 'inteligencia', 'artificial']",Spanish
"['el', 'aprendizaje', 'supervisado', 'se', 'caracteriza', 'por', 'contar', 'con', 'informacin', 'que', 'especifica', 'qu', 'conjuntos', 'de', 'datos', 'son', 'satisfactorios', 'para', 'el', 'objetivo', 'del', 'aprendizaje']",Spanish
"['un', 'ejemplo', 'podra', 'ser', 'un', 'software', 'que', 'reconoce', 'si', 'una', 'imagen', 'dada', 'es', 'o', 'no', 'la', 'imagen', 'de', 'un', 'rostro', 'para', 'el', 'aprendizaje', 'del', 'programa', 'tendramos', 'que', 'proporcionarle', 'diferentes', 'imgenes', 'especificando', 'en', 'el', 'proceso', 'si', 'se', 'trata', 'o', 'no', 'de', 'rostros']",Spanish
"['en', 'el', 'aprendizaje', 'no', 'supervisado', 'en', 'cambio', 'el', 'programa', 'no', 'cuenta', 'con', 'datos', 'que', 'definan', 'qu', 'informacin', 'es', 'satisfactoria', 'o', 'no']",Spanish
"['el', 'objetivo', 'principal', 'de', 'estos', 'programas', 'suele', 'ser', 'encontrar', 'patrones', 'que', 'permitan', 'separar', 'y', 'clasificar', 'los', 'datos', 'en', 'diferentes', 'grupos', 'en', 'funcin', 'de', 'sus', 'atributos']",Spanish
"['siguiendo', 'el', 'ejemplo', 'anterior', 'un', 'software', 'de', 'aprendizaje', 'no', 'supervisado', 'no', 'sera', 'capaz', 'de', 'decirnos', 'si', 'una', 'imagen', 'dada', 'es', 'un', 'rostro', 'o', 'no', 'pero', 's', 'podra', 'por', 'ejemplo', 'clasificar', 'las', 'imgenes', 'entre', 'aquellas', 'que', 'contienen', 'rostros', 'humanos', 'de', 'animales', 'o', 'las', 'que', 'no', 'contienen']",Spanish
"['la', 'informacin', 'obtenida', 'por', 'un', 'algoritmo', 'de', 'aprendizaje', 'no', 'supervisado', 'debe', 'ser', 'posteriormente', 'interpretada', 'por', 'una', 'persona', 'para', 'darle', 'utilidad']",Spanish
"['a', 'continuacin', 'se', 'muestran', 'una', 'serie', 'de', 'temas', 'que', 'podran', 'formar', 'parte', 'del', 'temario', 'de', 'un', 'curso', 'sobre', 'aprendizaje', 'automtico']",Spanish
"['el', 'aprendizaje', 'automtico', 'naci', 'de', 'la', 'bsqueda', 'de', 'inteligencia', 'artificial']",Spanish
"['ya', 'en', 'los', 'primeros', 'das', 'de', 'la', 'ia', 'como', 'disciplina', 'acadmica', 'algunos', 'investigadores', 'se', 'interesaron', 'en', 'hacer', 'que', 'las', 'mquinas', 'aprendiesen']",Spanish
"['trataron', 'de', 'resolver', 'el', 'problema', 'con', 'diversos', 'mtodos', 'simblicos', 'as', 'como', 'lo', 'que', 'ellos', 'llamaron', 'redes', 'neurales', 'que', 'eran', 'en', 'general', 'perceptrones', 'y', 'otros', 'modelos', 'bsicamente', 'basados', 'en', 'modelos', 'lineares', 'generalizados', 'como', 'se', 'conocen', 'en', 'las', 'estadsticas']",Spanish
"['muchos', 'lenguajes', 'de', 'programacin', 'pueden', 'usarse', 'para', 'implementar', 'algoritmos', 'de', 'aprendizaje', 'automtico']",Spanish
"['los', 'ms', 'populares', 'para', 'eran', 'r', 'y', 'python']",Spanish
"['r', 'es', 'muy', 'usado', 'ante', 'todo', 'en', 'el', 'campo', 'acadmico', 'mientras', 'que', 'python', 'es', 'ms', 'popular', 'en', 'la', 'empresa', 'privada']",Spanish
"['entre', 'los', 'paquetes', 'de', 'software', 'que', 'incluyen', 'algoritmos', 'de', 'aprendizaje', 'automatizado', 'se', 'hallan', 'los', 'siguientes', 'los', 'algoritmos', 'de', 'aprendizaje', 'automtico', 'a', 'menudo', 'pueden', 'verse', 'afectados', 'por', 'el', 'sesgo', 'que', 'puedan', 'tener', 'los', 'datos', 'ver', 'sesgo', 'algoritmico']",Spanish
"['por', 'ejemplo', 'no', 'se', 'podrn', 'clasificar', 'todos', 'aquellas', 'entradas', 'de', 'las', 'que', 'no', 'se', 'haya', 'recibido', 'ninguna', 'informacin', 'en', 'la', 'fase', 'de', 'entrenamiento']",Spanish
"['de', 'hecho', 'cuando', 'el', 'entrenamiento', 'se', 'realiza', 'con', 'datos', 'clasificados', 'por', 'el', 'ser', 'humano', 'el', 'aprendizaje', 'automtico', 'tiende', 'a', 'crear', 'los', 'mismos', 'segos', 'que', 'hay', 'en', 'la', 'sociedad']",Spanish
"['algunos', 'ejemplos', 'de', 'esto', 'son', 'cuando', 'en', 'el', 'algoritmo', 'de', 'google', 'photos', 'identificaba', 'algunas', 'personas', 'negras', 'con', 'gorilas', 'o', 'en', 'cuando', 'el', 'bot', 'de', 'twitter', 'de', 'microsoft', 'desarrollo', 'comportamientos', 'racistas', 'y', 'machistas', 'a', 'base', 'de', 'observar', 'el', 'trfico', 'de', 'datos', 'en', 'dicha', 'red', 'social']",Spanish
"['por', 'este', 'motivo', 'en', 'los', 'ltimos', 'aos', 'ha', 'habido', 'una', 'tendencia', 'a', 'desarrollar', 'mtodos', 'para', 'aumentar', 'la', 'equidad', 'es', 'decir', 'para', 'reducir', 'el', 'sesgo', 'en', 'este', 'tipo', 'algoritmos', 'por', 'parte', 'de', 'los', 'expertos', 'en', 'ia']",Spanish
"['citando', 'a', 'feifei', 'li', 'la', 'ia', 'no', 'tiene', 'nada', 'de', 'especial']",Spanish
"['se', 'inspira', 'en', 'personas', 'es', 'creada', 'por', 'personas', 'y', 'lo', 'ms', 'importante', 'impacta', 'en', 'las', 'personas']",Spanish
"['es', 'una', 'herramienta', 'muy', 'poderosa', 'que', 'tan', 'solo', 'hemos', 'comenzado', 'a', 'entender', 'y', 'esa', 'es', 'una', 'gran', 'responsabilidad', 'todos', 'estamos', 'buscando', 'formas', 'rpidas', 'de', 'ser', 'ms', 'fluidos', 'en', 'ingls', 's', 'que', 'entiendo', 'que', 'lo', 'que', 'pasa', 'es', 'que', 'hay', 'solo', 'unas', 'pocas', 'palabras', 'dando', 'vueltas', 'en', 'nuestro', 'cerebro', 'y', 'necesitamos', 'hacer', 'toda', 'esta', 'conversacin', 'usando', 'simplemente', 'increble', 'increble', 'genial', 'o', 'pico', 'aprenda', 'algunas', 'palabras', 'en', 'ingls', 'nuevas', 'e', 'inteligentes', 'que', 'puede', 'usar', 'en', 'su', 'vida', 'diaria', 'y', 'mejore', 'su', 'vocabulario', 'en', 'minutos']",Spanish
"['as', 'que', 'hoy', 'vamos', 'a', 'aprender', 'nuevas', 'palabras', 'inteligentes', 'con', 'sus', 'significados', 'palabras', 'raz', 'y', 'oraciones', 'de', 'ejemplo', 'as', 'que', 'vamos', 'a', 'empezar']",Spanish
"['hola', 'a', 'todos', 'esto', 'es', 'y', 'estn', 'viendo']",Spanish
"['y', 'en', 'este', 'video', 'les', 'dar', 'palabras', 'inteligentes', 'para', 'el', 'uso', 'diario', 'y', 'al', 'final', 'de', 'este', 'video']",Spanish
"['tambin', 'voy', 'a', 'darte', 'un', 'consejo', 'inteligente', 'para', 'que', 'suene', 'realmente', 'fluido']",Spanish
"['uno', 'est', 'inundado', 'inundado', 'significa', 'ahogamiento', 'o', 'inundacin', 'pero', 'inundado', 'se', 'usa', 'a', 'menudo', 'en', 'el', 'contexto', 'del', 'trabajo', 'como', 'yo', 'estoy', 'abrumado', 'por', 'el', 'trabajo', 'tengo', 'demasiado', 'trabajo', 'por', 'hacer', 'he', 'estado', 'abrumado', 'por', 'el', 'trabajo', 'esta', 'semana', 'entera', 'apenas', 'he', 'tenido', 'tiempo', 'para', 'respirar', 'ahora', 'veamos', 'la', 'raz', 'de', 'esta', 'palabra']",Spanish
"['pantano', 'es', 'un', 'pedazo', 'de', 'pantano', 'y', 'si', 'alguien', 'pisa', 'un', 'pantano', 'en', 'el', 'lugar', 'equivocado', 'podra', 'ahogarse', 'fcilmente', 'y', 'la', 'forma', 'verbal', 'de', 'pantano', 'significa', 'hundirse', 'as', 'que', 'as', 'es', 'como', 'puedes', 'usar', 'esta', 'palabra']",Spanish
"['digamos', 'que', 'tienes', 'muchas', 'asignaciones', 'y', 'tienes', 'una', 'prueba', 'prxima', 'y', 'tus', 'amigos', 'vienen', 'a', 'ti', 'y', 'te', 'dicen']",Spanish
"['oye', 'por', 'qu', 'no', 'pasas', 'el', 'rato', 'con', 'nosotros']",Spanish
"['puedes', 'decirles', 'que', 'lo', 'siento', 'mucho', 'pero', 'estoy', 'abrumado', 'por', 'el', 'trabajo', 'o', 'estoy', 'abrumado', 'por', 'algunas', 'otras', 'palabras', 'que', 'puedes', 'usar', 'en', 'lugar', 'de', 'abrumado', 'tengo', 'demasiado']",Spanish
"['que', 'hacer']",Spanish
"['hay', 'demasiado', 'en', 'mi', 'plato', 'me', 'estoy', 'ahogando', 'en', 'el', 'trabajo']",Spanish
"['estoy', 'inundado', 'de', 'asignaciones', 'la', 'palabra', 'inteligente', 'nmero', 'dos', 'es', 'catch', 'ahora', 'estoy', 'seguro', 'de', 'que', 't', 'he', 'escuchado', 'esta', 'palabra', 'antes', 'de', 'catch', 'significa', 'una', 'situacin', 'imposible', 'en', 'la', 'que', 'no', 'puedes', 'hacer', 'una', 'cosa', 'a', 'menos', 'que', 'hayas', 'hecho', 'la', 'otra', 'y', 'no', 'puedas', 'hacer', 'la', 'otra', 'porque', 'no', 'has', 'hecho', 'lo', 'primero']",Spanish
"['te', 'confund', 'as', 'que', 'djame', 'darte', 'algunos', 'ejemplos']",Spanish
"['una', 'situacin', 'sin', 'sentido', 'es', 'cuando', 'no', 'consigues', 'un', 'trabajo', 'sin', 'tener', 'experiencia', 'laboral']",Spanish
"['pero', 'no', 'se', 'puede', 'adquirir', 'experiencia', 'hasta', 'que', 'consigues', 'un', 'trabajo']",Spanish
"['el', 'catch', 'fue', 'acuado', 'por', 'joseph', 'heller', 'en', 'su', 'famoso', 'libro', 'del', 'mismo', 'nombre', 'catch', 'cuando', 'describa', 'algunas', 'reglas', 'contradictorias', 'que', 'eran', 'aplicables', 'a', 'los', 'soldados', 'durante', 'la', 'segunda', 'guerra', 'mundial']",Spanish
"['otro', 'ejemplo', 'de', 'catch', 'es', 'que', 'necesita', 'un', 'prstamo', 'bancario', 'porque', 'no', 'tiene', 'suficiente']",Spanish
"['dinero', 'pero', 'no', 'obtendra', 'ese', 'prstamo', 'bancario', 'a', 'menos', 'que', 'le', 'demuestre', 'al', 'banco', 'que', 'tiene', 'suficiente', 'dinero', 'as', 'que', 'la', 'prxima', 'vez', 'que', 'se', 'encuentre', 'atrapado', 'en', 'una', 'situacin', 'difcil', 'recuerde']",Spanish
"['para', 'usar', 'la', 'palabra', 'catch']",Spanish
"['y', 'obtn', 'estas', 'miradas', 'de', 'admiracin', 'de', 'tus', 'amigos']",Spanish
"['otras', 'palabras', 'que', 'puedes', 'usar', 'en', 'lugar', 'de', 'catch', 'son', 'paradojas', 'o', 'dilemas']",Spanish
"['el', 'nmero', 'tres', 'es', 'afable', 'afable', 'afable', 'significa', 'ser', 'sofisticado', 'para', 'ser', 'educado', 'sereno', 'fresco', 'y', 'bien', 'educado', 'la', 'palabra', 'suave', 'tiene', 'varios', 'orgenes', 'diferentes', 'pero', 'un', 'origen', 'muy', 'interesante', 'de', 'la', 'palabra', 'es', 'que', 'significa', 'ejemplo', 'de', 'sabor', 'agradable', 'o', 'dulce']",Spanish
"['l', 'es', 'tan', 'sereno', 'y', 'suave', 'especialmente', 'frente', 'a', 'las', 'damas', 'o', 'barack', 'obama', 'es', 'tan', 'suave', 'y', 'refinado', 'ahora', 'recuerda', 'cuando', 'ests', 'en', 'una', 'fiesta', 'la', 'prxima', 'vez', 'y', 'veas', 'a', 'esta', 'persona', 'que', 'lo', 'es']",Spanish
"['educado', 'culto', 'y', 'sofisticado']",Spanish
"['no', 'te', 'olvides', 'de', 'decir', 'quin', 'es', 'ese', 'tipo', 'afable', 'que', 'est', 'en', 'la', 'esquina']",Spanish
"['el', 'uso', 'de', 'esta', 'palabra', 'har', 'instantneamente', 'tu', 'vocabulario']",Spanish
"['muy', 'suave', 'tan', 'inteligente', 'la', 'palabra', 'nmero', 'cuatro', 'es', 'atroz', 'atroz', 'la', 'palabra', 'atroz', 'significa', 'algo', 'realmente', 'malo', 'horrible', 'terrible', 'cruel', 'atroz', 'ofensivo', 'atroz', 'tiene', 'una', 'raz', 'latina', 'llamada', 'que', 'significa', 'miedo', 'cruel', 'o', 'terrible', 'algunos', 'ejemplos', 'de', 'la', 'palabra', 'atroz', 'son', 'los', 'recientes', 'incidentes', 'de', 'violacin', 'en', 'delhi', 'fueron', 'atroces', 'o', 'se', 'trata', 'a', 'los', 'presos']",Spanish
"['de', 'una', 'manera', 'atroz', 'a', 'veces', 'en', 'las', 'crceles', 'atroz', 'tambin', 'se', 'usa', 'en', 'el', 'da', 'a', 'da', 'para', 'hablar', 'de', 'alguna', 'mala', 'conducta', 'comn', 'y', 'quieres', 'exagerarla']",Spanish
"['por', 'ejemplo', 'sus', 'modales', 'en', 'la', 'mesa', 'eran', 'atroces', 'o', 'su', 'sentido', 'del', 'vestir', 'es', 'tan', 'atroz', 'o', 'su', 'gramtica', 'es', 'atroz']",Spanish
"['as', 'que', 'la', 'prxima', 'vez', 'que', 'escuche', 'sobre', 'un', 'acto', 'horrible', 'en', 'las', 'noticias', 'recuerde', 'hacerlo']",Spanish
"['comente', 'y', 'diga', 'que', 'este', 'es', 'un', 'acto', 'atroz']",Spanish
"['la', 'palabra', 'inteligente', 'nmero', 'es', 'estupenda', 'estupenda', 'estupenda', 'significa', 'asombroso', 'asombroso']",Spanish
"['ahora', 'usamos', 'a', 'menudo', 'la', 'palabra', 'impresionante', 'aqu', 's', 'otra', 'palabra', 'que', 'puedes', 'usar', 'en', 'lugar', 'de', 'asombroso', 'estupendo', 'por', 'ejemplo', 'hoy', 'obtuve', 'una', 'puntuacin', 'estupenda', 'en', 'mi', 'examen', 'lo', 'que', 'significa', 'que', 'obtuve', 'una', 'puntuacin', 'muy', 'alta', 'o', 'obtuve', 'una', 'puntuacin', 'casi', 'perfecta']",Spanish
"['la', 'palabra', 'estupendo', 'tiene', 'races', 'latinas', 'clsicas', 'de', 'la', 'palabra', 'que', 'significa']",Spanish
"['estar', 'aturdido', 'tan', 'estupendo', 'se', 'usa', 'para', 'describir', 'algo', 'que', 'es', 'increblemente', 'bueno', 'por', 'ejemplo', 'se', 've', 'estupenda', 'con', 'ese', 'vestido', 'o', 'qu', 'vista', 'tan', 'estupenda', 'desde', 'este', 'balcn', 'o', 'estoy', 'leyendo', 'este', 'libro', 'estupendo', 'que', 'no', 'puedo', 'dejar', 'de', 'escribir', 'qu', 'tal', 'si', 'vas', 'y', 'contar']",Spanish
"['tus', 'amigos', 'que', 'es', 'este', 'estupendo', 'canal', 'para', 'estudiantes', 'y', 'algunas', 'otras', 'palabras', 'que', 'puedes', 'usar', 'en', 'lugar', 'de', 'estupendo', 'son', 'increblemente', 'fantsticas', 'o', 'excepcionalmente', 'buenas', 'as', 'que', 'antes', 'de', 'continuar', 'con', 'las', 'cinco', 'palabras', 'equilibradas', 'en', 'este', 'video', 'recuerda', 'poner', 'un', 'comentario', 'debajo', 'de', 'este', 'video']",Spanish
"['decirme', 'cul', 'de', 'estas', 'diez', 'palabras', 'era', 'tu', 'palabra', 'inteligente', 'favorita', 'nmero', 'seis', 'est', 'arreglado', 'en', 'un', 'arreglo', 'significa', 'estar', 'en', 'una', 'situacin', 'problemtica', 'por', 'ejemplo', 'chico', 'estoy', 'en', 'un', 'arreglo', 'porque', 'hice', 'planes', 'con', 'dos', 'amigos', 'diferentes', 'para', 'esto', 'noche']",Spanish
"['perd', 'mi', 'telfono', 'y', 'estoy', 'en', 'un', 'lo', 'o', 'nuestro', 'autobs', 'se', 'averi', 'esta', 'maana', 'y', 'estoy', 'en', 'un', 'lo', 'mi', 'amigo', 'siempre', 'me', 'pide', 'ayuda', 'cuando', 'est', 'en', 'un', 'lo', 'y', 'cuando', 'las', 'cosas', 'van', 'bien', 'se', 'olvida']",Spanish
"['yo', 'as', 'que', 'la', 'prxima', 'vez', 'que', 'obtengas', 'tarea', 'de', 'matemticas', 'de', 'la', 'escuela', 'por', 'ejemplo', 'y', 'si', 'dejaste', 'tu', 'libro', 'de', 'matemticas', 'en', 'la', 'escuela', 'entonces', 'puedes', 'decirles', 'a', 'tus', 'amigos', 'que', 'ests', 'en', 'un', 'aprieto', 'real', 'ahora', 'puedes', 'pensar', 'que', 'la', 'palabra', 'arreglar', 'tiene', 'algo', 'que', 'ver']",Spanish
"['con', 'reparar', 'algo']",Spanish
"['pero', 'no', 'en', 'una', 'solucin', 'significa', 'estar', 'en', 'una', 'situacin', 'problemtica', 'otras', 'palabras', 'que', 'puede', 'usar', 'en', 'lugar', 'de', 'una', 'solucin', 'son', 'estoy', 'en', 'una', 'sopa', 'o', 'yo', 'estoy', 'en', 'un', 'lo', 'o', 'estoy', 'en', 'un', 'lugar', 'de', 'molestia', 'o', 'simplemente', 'estoy', 'en', 'un', 'lugar', 'la', 'palabra', 'inteligente', 'nmero', 'es', 'flummox', 'flummox', 'significa', 'confundir', 'a', 'alguien']",Spanish
"['tanto', 'que', 'olvidan', 'qu', 'hacer', 'ahora', 'confundidos', 'tiende', 'a', 'ser', 'una', 'palabra', 'demasiado', 'usada', 'as', 'que', 'en', 'lugar', 'de', 'eso', 'por', 'qu', 'no', 'usas', 'desconcierto', 'por', 'ejemplo', 'el', 'nio', 'pareca', 'completamente', 'desconcertado', 'cuando', 'el', 'maestro', 'le', 'hizo', 'una', 'pregunta', 'en', 'clase', 'o', 'el', 'perro', 'estaba', 'desconcertado', 'mirando', 'ante', 'su', 'propio', 'reflejo', 'en', 'el', 'espejo', 'o', 'el', 'turista', 'estaba', 'desconcertado', 'por', 'las', 'diferentes', 'costumbres', 'que']",Spanish
"['se', 'encontr', 'durante', 'sus', 'viajes', 'o', 'en', 'una', 'entrevista', 'cuando', 'le', 'preguntaron', 'por', 'qu', 'deberamos', 'contratarte', 'ella', 'se', 'vea', 'completamente', 'desconcertada', 'as', 'que', 'la', 'prxima', 'vez', 'si', 'te', 'confundes', 'con', 'alguna', 'pregunta', 'por', 'ejemplo', 'en', 'un', 'examen', 'entonces', 't']",Spanish
"['siempre', 'puedo', 'decir', 'eso', 'porque', 'yo', 'no', 'tena', 'estuve', 'muy', 'bien', 'preparado', 'para', 'el', 'examen']",Spanish
